geneId	SM_CLUSTER	SM_ID	SM_CLUSTER_VALIDATION
AN12240	AN8910 cluster	cluster_62	cryptic
AN8908	AN8910 cluster	cluster_62	cryptic
AN8909	AN8910 cluster	cluster_62	cryptic
AN8910	AN8910 cluster	cluster_62	cryptic
AN8911	AN8910 cluster	cluster_62	cryptic
AN8912	AN8910 cluster	cluster_62	cryptic
AN8913	AN8910 cluster	cluster_62	cryptic
AN8914	AN8910 cluster	cluster_62	cryptic
AN8915	AN8910 cluster	cluster_62	cryptic
AN9000	AN9005 cluster	cluster_63	cryptic
AN9001	AN9005 cluster	cluster_63	cryptic
AN9002	AN9005 cluster	cluster_63	cryptic
AN9003	AN9005 cluster	cluster_63	cryptic
AN9004	AN9005 cluster	cluster_63	cryptic
AN9005	AN9005 cluster	cluster_63	cryptic
AN9006	AN9005 cluster	cluster_63	cryptic
AN9007	AN9005 cluster	cluster_63	cryptic
AN9008	AN9005 cluster	cluster_63	cryptic
AN9009	AN9005 cluster	cluster_63	cryptic
AN9010	AN9005 cluster	cluster_63	cryptic
AN9011	AN9005 cluster	cluster_63	cryptic
AN9012	AN9005 cluster	cluster_63	cryptic
AN9013	AN9005 cluster	cluster_63	cryptic
AN9129	AN9129 Cluster	cluster_64	cryptic
AN9130	AN9129 Cluster	cluster_64	cryptic
AN9215	4′-Methoxyviridicatin cluster	cluster_65	known
AN9216	4′-Methoxyviridicatin cluster	cluster_65	known
AN11191	4′-Methoxyviridicatin cluster	cluster_65	known
AN11199	4′-Methoxyviridicatin cluster	cluster_65	known
AN11198	4′-Methoxyviridicatin cluster	cluster_65	known
AN9218	4′-Methoxyviridicatin cluster	cluster_65	known
AN9219	4′-Methoxyviridicatin cluster	cluster_65	known
AN9220	4′-Methoxyviridicatin cluster	cluster_65	known
AN9221	4′-Methoxyviridicatin cluster	cluster_65	known
AN11192	4′-Methoxyviridicatin cluster	cluster_65	known
AN11200	4′-Methoxyviridicatin cluster	cluster_65	known
AN12146	4′-Methoxyviridicatin cluster	cluster_65	known
AN9223	4′-Methoxyviridicatin cluster	cluster_65	known
AN9224	4′-Methoxyviridicatin cluster	cluster_65	known
AN9225	4′-Methoxyviridicatin cluster	cluster_65	known
AN9226	4′-Methoxyviridicatin cluster	cluster_65	known
AN9227	4′-Methoxyviridicatin cluster	cluster_65	known
AN11193	4′-Methoxyviridicatin cluster	cluster_65	known
AN11201	4′-Methoxyviridicatin cluster	cluster_65	known
AN11194	4′-Methoxyviridicatin cluster	cluster_65	known
AN11202	4′-Methoxyviridicatin cluster	cluster_65	known
AN9230	4′-Methoxyviridicatin cluster	cluster_65	known
AN9231	4′-Methoxyviridicatin cluster	cluster_65	known
AN9232	4′-Methoxyviridicatin cluster	cluster_65	known
AN9233	4′-Methoxyviridicatin cluster	cluster_65	known
AN9234	4′-Methoxyviridicatin cluster	cluster_65	known
AN9235	4′-Methoxyviridicatin cluster	cluster_65	known
AN9236	4′-Methoxyviridicatin cluster	cluster_65	known
AN9280	AN9291 cluster	cluster_66	cryptic
AN9281	AN9291 cluster	cluster_66	cryptic
AN9282	AN9291 cluster	cluster_66	cryptic
AN9283	AN9291 cluster	cluster_66	cryptic
AN9284	AN9291 cluster	cluster_66	cryptic
AN9285	AN9291 cluster	cluster_66	cryptic
AN9286	AN9291 cluster	cluster_66	cryptic
AN9287	AN9291 cluster	cluster_66	cryptic
AN9288	AN9291 cluster	cluster_66	cryptic
AN9289	AN9291 cluster	cluster_66	cryptic
AN9290	AN9291 cluster	cluster_66	cryptic
AN11820	AN9291 cluster	cluster_66	cryptic
AN11821	AN9291 cluster	cluster_66	cryptic
AN9292	AN9291 cluster	cluster_66	cryptic
AN9293	AN9291 cluster	cluster_66	cryptic
AN9294	AN9291 cluster	cluster_66	cryptic
AN9295	AN9291 cluster	cluster_66	cryptic
AN9296	AN9291 cluster	cluster_66	cryptic
AN9297	AN9291 cluster	cluster_66	cryptic
AN9298	AN9291 cluster	cluster_66	cryptic
AN9299	AN9291 cluster	cluster_66	cryptic
AN9300	AN9291 cluster	cluster_66	cryptic
AN11210	AN9291 cluster	cluster_66	cryptic
AN11215	AN9291 cluster	cluster_66	cryptic
AN9302	AN9291 cluster	cluster_66	cryptic
AN9303	AN9291 cluster	cluster_66	cryptic
AN9304	AN9291 cluster	cluster_66	cryptic
AN9305	AN9291 cluster	cluster_66	cryptic
AN9306	AN9291 cluster	cluster_66	cryptic
AN9307	AN9291 cluster	cluster_66	cryptic
AN9311	AN9314 cluster	cluster_67	cryptic
AN9313	AN9314 cluster	cluster_67	cryptic
AN9314	AN9314 cluster	cluster_67	cryptic
AN9179	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9180	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9181	No PKS/NRPS backbone 1	cluster_68	cryptic
AN11195	No PKS/NRPS backbone 1	cluster_68	cryptic
AN11190	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9183	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9184	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9185	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9186	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9187	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9188	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9189	No PKS/NRPS backbone 1	cluster_68	cryptic
AN12140	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9191	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9192	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9193	No PKS/NRPS backbone 1	cluster_68	cryptic
AN9194	No PKS/NRPS backbone 1	cluster_68	cryptic
AN10325	No PKS/NRPS backbone 2	cluster_69	cryptic
AN10319	No PKS/NRPS backbone 2	cluster_69	cryptic
AN10320	No PKS/NRPS backbone 2	cluster_69	cryptic
AN10326	No PKS/NRPS backbone 2	cluster_69	cryptic
AN2553	No PKS/NRPS backbone 2	cluster_69	cryptic
AN2554	No PKS/NRPS backbone 2	cluster_69	cryptic
AN2555	No PKS/NRPS backbone 2	cluster_69	cryptic
AN2556	No PKS/NRPS backbone 2	cluster_69	cryptic
AN2557	No PKS/NRPS backbone 2	cluster_69	cryptic
AN11348	No PKS/NRPS backbone 2	cluster_69	cryptic
AN0650	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0651	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0652	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0653	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0654	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0655	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0656	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0657	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0658	No PKS/NRPS backbone 3	cluster_70	cryptic
AN11278	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0659	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0660	No PKS/NRPS backbone 3	cluster_70	cryptic
AN0036	No PKS/NRPS backbone 4	cluster_71	cryptic
AN10008	No PKS/NRPS backbone 4	cluster_71	cryptic
AN10002	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0038	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0039	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0040	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0041	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0042	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0043	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0044	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0045	No PKS/NRPS backbone 4	cluster_71	cryptic
AN0046	No PKS/NRPS backbone 4	cluster_71	cryptic
AN10003	No PKS/NRPS backbone 4	cluster_71	cryptic
AN10006	No PKS/NRPS backbone 4	cluster_71	cryptic
