geneId	GO_id
B9J08_000098	GO:0036180
B9J08_000098	GO:0036258
B9J08_000099	GO:0097311
B9J08_000100	GO:0004725
B9J08_000100	GO:0035335
B9J08_000101	GO:0003723
B9J08_000102	GO:0005829
B9J08_000102	GO:0005886
B9J08_000102	GO:0009986
B9J08_000102	GO:0030445
B9J08_000102	GO:0005524
B9J08_000102	GO:0006412
B9J08_000102	GO:0044182
B9J08_000102	GO:0044416
B9J08_000103	GO:0005634
B9J08_000103	GO:0005829
B9J08_000103	GO:0003723
B9J08_000103	GO:0004674
B9J08_000103	GO:0005524
B9J08_000103	GO:0000462
B9J08_000103	GO:0006468
B9J08_000103	GO:0046830
B9J08_000105	GO:0000932
B9J08_000105	GO:0005634
B9J08_000105	GO:0003682
B9J08_000105	GO:0003729
B9J08_000105	GO:0030145
B9J08_000105	GO:0050072
B9J08_000105	GO:0000290
B9J08_000105	GO:0031087
B9J08_000105	GO:0034063
B9J08_000105	GO:0060261
B9J08_000106	GO:0005743
B9J08_000106	GO:0032592
B9J08_000106	GO:0051082
B9J08_000106	GO:0033615
B9J08_000107	GO:0022627
B9J08_000107	GO:0030445
B9J08_000107	GO:0030446
B9J08_000107	GO:0003723
B9J08_000107	GO:0003735
B9J08_000107	GO:0000462
B9J08_000107	GO:0006412
B9J08_000108	GO:0005758
B9J08_000108	GO:0016021
B9J08_000108	GO:0004722
B9J08_000108	GO:0046872
B9J08_000108	GO:0006470
B9J08_000108	GO:0035690
B9J08_000108	GO:0043085
B9J08_000108	GO:0071276
B9J08_000109	GO:0005829
B9J08_000109	GO:0055087
B9J08_000109	GO:0003723
B9J08_000109	GO:0003724
B9J08_000109	GO:0005524
B9J08_000109	GO:0070478
B9J08_000109	GO:0070481
B9J08_000111	GO:0005829
B9J08_000111	GO:0030687
B9J08_000111	GO:0005524
B9J08_000111	GO:0016887
B9J08_000111	GO:0042273
B9J08_000111	GO:0042493
B9J08_000112	GO:0005778
B9J08_000112	GO:0005783
B9J08_000112	GO:0005829
B9J08_000112	GO:1990415
B9J08_000112	GO:0033328
B9J08_000112	GO:0032527
B9J08_000112	GO:0032581
B9J08_000112	GO:0045033
B9J08_000112	GO:0045046
B9J08_000112	GO:0050821
B9J08_000113	GO:0000794
B9J08_000113	GO:0005524
B9J08_000113	GO:0016874
B9J08_000113	GO:0019789
B9J08_000113	GO:0000022
B9J08_000113	GO:0016925
B9J08_000114	GO:0003873
B9J08_000114	GO:0004331
B9J08_000114	GO:0005524
B9J08_000114	GO:0006000
B9J08_000114	GO:0006003
B9J08_000114	GO:0016311
B9J08_000114	GO:0046835
B9J08_000115	GO:0019897
B9J08_000115	GO:0004252
B9J08_000115	GO:0016485
B9J08_000115	GO:0043200
B9J08_000118	GO:0005634
B9J08_000118	GO:0005829
B9J08_000118	GO:0006606
B9J08_000118	GO:0042273
B9J08_000120	GO:0005730
B9J08_000120	GO:0005737
B9J08_000120	GO:0043021
B9J08_000120	GO:0006364
B9J08_000121	GO:0005488
B9J08_000121	GO:0042273
B9J08_000122	GO:0031072
B9J08_000122	GO:0046872
B9J08_000122	GO:0051082
B9J08_000122	GO:0006457
B9J08_000123	GO:0000306
B9J08_000123	GO:0000329
B9J08_000123	GO:0070772
B9J08_000123	GO:0030674
B9J08_000123	GO:0042802
B9J08_000123	GO:0006661
B9J08_000123	GO:0033674
B9J08_000123	GO:0043550
B9J08_000127	GO:0005743
B9J08_000127	GO:0005759
B9J08_000127	GO:0004324
B9J08_000127	GO:0015039
B9J08_000127	GO:0050660
B9J08_000127	GO:0050661
B9J08_000127	GO:0006744
B9J08_000127	GO:0006879
B9J08_000127	GO:0055114
B9J08_000128	GO:0016787
B9J08_000128	GO:0006629
B9J08_000129	GO:0005634
B9J08_000129	GO:0005758
B9J08_000129	GO:0005829
B9J08_000129	GO:0033108
B9J08_000130	GO:0042729
B9J08_000130	GO:0072686
B9J08_000130	GO:0008608
B9J08_000131	GO:0007165
B9J08_000132	GO:0000136
B9J08_000132	GO:0005783
B9J08_000132	GO:0000009
B9J08_000132	GO:0006487
B9J08_000132	GO:0097502
B9J08_000133	GO:0000778
B9J08_000133	GO:0000790
B9J08_000133	GO:0000799
B9J08_000133	GO:0005730
B9J08_000133	GO:0005737
B9J08_000133	GO:0034506
B9J08_000133	GO:0035327
B9J08_000133	GO:0000217
B9J08_000133	GO:0003680
B9J08_000133	GO:0003682
B9J08_000133	GO:0005524
B9J08_000133	GO:0016887
B9J08_000133	GO:1990814
B9J08_000133	GO:0007076
B9J08_000133	GO:0070058
B9J08_000133	GO:0070550
B9J08_000133	GO:1903342
B9J08_000134	GO:0005886
B9J08_000134	GO:0016021
B9J08_000135	GO:0005682
B9J08_000135	GO:0046540
B9J08_000135	GO:0071021
B9J08_000135	GO:0000350
B9J08_000135	GO:0071048
B9J08_000136	GO:0022625
B9J08_000136	GO:0003735
B9J08_000136	GO:0006412
B9J08_000137	GO:0005674
B9J08_000137	GO:0044732
B9J08_000137	GO:0000991
B9J08_000137	GO:0003743
B9J08_000137	GO:0003824
B9J08_000137	GO:0001174
B9J08_000137	GO:0006357
B9J08_000137	GO:0006368
B9J08_000137	GO:0006413
B9J08_000138	GO:0004057
B9J08_000138	GO:0016598
B9J08_000140	GO:0005751
B9J08_000140	GO:0005886
B9J08_000140	GO:0004129
B9J08_000140	GO:0030234
B9J08_000140	GO:0009060
B9J08_000140	GO:0050790
B9J08_000140	GO:0097250
B9J08_000140	GO:1902600
B9J08_000141	GO:0000159
B9J08_000141	GO:0005829
B9J08_000141	GO:0072686
B9J08_000141	GO:0031030
B9J08_000141	GO:0034260
B9J08_000142	GO:0005840
B9J08_000142	GO:0003735
B9J08_000142	GO:0006412
B9J08_000143	GO:0005751
B9J08_000143	GO:0005886
B9J08_000143	GO:0004129
B9J08_000143	GO:0008270
B9J08_000143	GO:0006123
B9J08_000143	GO:1902600
B9J08_000144	GO:0005737
B9J08_000144	GO:0016616
B9J08_000144	GO:0051287
B9J08_000144	GO:0055114
B9J08_000145	GO:0005643
B9J08_000145	GO:0005829
B9J08_000145	GO:0016020
B9J08_000145	GO:0030427
B9J08_000145	GO:0030479
B9J08_000145	GO:0032153
B9J08_000145	GO:0051286
B9J08_000145	GO:0008092
B9J08_000145	GO:0030674
B9J08_000145	GO:0042802
B9J08_000145	GO:0043130
B9J08_000145	GO:0000147
B9J08_000145	GO:0006897
B9J08_000145	GO:0007015
B9J08_000145	GO:0030448
B9J08_000146	GO:0005730
B9J08_000146	GO:0005737
B9J08_000146	GO:0036396
B9J08_000146	GO:0001734
B9J08_000146	GO:0080009
B9J08_000146	GO:2000221
B9J08_000147	GO:0005783
B9J08_000147	GO:0016021
B9J08_000147	GO:0046521
B9J08_000148	GO:0005886
B9J08_000148	GO:0008250
B9J08_000148	GO:0016021
B9J08_000148	GO:0004579
B9J08_000148	GO:0006487
B9J08_000149	GO:0046872
B9J08_000150	GO:0005739
B9J08_000150	GO:0005886
B9J08_000150	GO:0016021
B9J08_000150	GO:0045281
B9J08_000150	GO:0008177
B9J08_000150	GO:0009055
B9J08_000150	GO:0006099
B9J08_000152	GO:0005634
B9J08_000152	GO:0003677
B9J08_000152	GO:0006355
B9J08_000153	GO:0042729
B9J08_000153	GO:0008017
B9J08_000153	GO:0030472
B9J08_000154	GO:0005739
B9J08_000155	GO:0005694
B9J08_000156	GO:0005762
B9J08_000156	GO:0003735
B9J08_000156	GO:0032543
B9J08_000158	GO:0016021
B9J08_000160	GO:0005685
B9J08_000160	GO:0071004
B9J08_000160	GO:0003723
B9J08_000160	GO:0000398
B9J08_000161	GO:0000243
B9J08_000161	GO:0005685
B9J08_000161	GO:0071004
B9J08_000161	GO:0000395
B9J08_000162	GO:0000113
B9J08_000162	GO:0031463
B9J08_000162	GO:0000715
B9J08_000162	GO:0042787
B9J08_000163	GO:0005829
B9J08_000163	GO:0000287
B9J08_000163	GO:0005525
B9J08_000163	GO:0008193
B9J08_000163	GO:0006400
B9J08_000164	GO:0005886
B9J08_000164	GO:0016021
B9J08_000164	GO:0005524
B9J08_000164	GO:0008559
B9J08_000164	GO:0006855
B9J08_000164	GO:0035690
B9J08_000164	GO:0042908
B9J08_000164	GO:0046618
B9J08_000164	GO:0046677
B9J08_000164	GO:0046898
B9J08_000165	GO:0031386
B9J08_000165	GO:0045116
B9J08_000166	GO:0000785
B9J08_000166	GO:0000974
B9J08_000166	GO:0071004
B9J08_000166	GO:0071006
B9J08_000166	GO:0071007
B9J08_000166	GO:0071008
B9J08_000166	GO:0003682
B9J08_000166	GO:0003688
B9J08_000166	GO:0000354
B9J08_000166	GO:0006270
B9J08_000168	GO:0016021
B9J08_000168	GO:0016491
B9J08_000168	GO:0055114
B9J08_000169	GO:0005634
B9J08_000169	GO:0005829
B9J08_000169	GO:0005524
B9J08_000169	GO:0032542
B9J08_000169	GO:0034599
B9J08_000169	GO:0034613
B9J08_000169	GO:0055114
B9J08_000169	GO:0098869
B9J08_000170	GO:0000329
B9J08_000170	GO:0033573
B9J08_000170	GO:0005381
B9J08_000170	GO:0006897
B9J08_000171	GO:0005634
B9J08_000171	GO:0004693
B9J08_000171	GO:0004713
B9J08_000171	GO:0005524
B9J08_000171	GO:0008353
B9J08_000171	GO:0000128
B9J08_000171	GO:0006468
B9J08_000171	GO:0009405
B9J08_000171	GO:0036177
B9J08_000171	GO:0051726
B9J08_000171	GO:0060257
B9J08_000171	GO:0071467
B9J08_000171	GO:1900430
B9J08_000171	GO:1900742
B9J08_000172	GO:0016021
B9J08_000172	GO:0005365
B9J08_000172	GO:0015798
B9J08_000172	GO:0055085
B9J08_000173	GO:0005750
B9J08_000173	GO:0016021
B9J08_000173	GO:0008121
B9J08_000173	GO:0020037
B9J08_000173	GO:0045153
B9J08_000173	GO:0006122
B9J08_000173	GO:1902600
B9J08_000174	GO:0004123
B9J08_000174	GO:0030170
B9J08_000174	GO:0042802
B9J08_000174	GO:0044540
B9J08_000174	GO:0080146
B9J08_000174	GO:0019343
B9J08_000174	GO:0019346
B9J08_000175	GO:0000329
B9J08_000175	GO:0016021
B9J08_000175	GO:0005388
B9J08_000175	GO:0005524
B9J08_000175	GO:0046872
B9J08_000175	GO:0006874
B9J08_000175	GO:0070588
B9J08_000176	GO:0005739
B9J08_000176	GO:0017119
B9J08_000176	GO:0006891
B9J08_000176	GO:0032258
B9J08_000177	GO:0005634
B9J08_000177	GO:0005829
B9J08_000177	GO:0006511
B9J08_000177	GO:0070682
B9J08_000178	GO:0005777
B9J08_000178	GO:0032934
B9J08_000178	GO:0006631
B9J08_000179	GO:0005730
B9J08_000179	GO:0006351
B9J08_000179	GO:0006355
B9J08_000180	GO:0005634
B9J08_000180	GO:0005829
B9J08_000180	GO:0006357
B9J08_000180	GO:0006366
B9J08_000181	GO:0009607
B9J08_000181	GO:0036176
B9J08_000181	GO:0042594
B9J08_000181	GO:0044182
B9J08_000181	GO:0051716
B9J08_000182	GO:0005829
B9J08_000182	GO:0046872
B9J08_000182	GO:0002181
B9J08_000182	GO:0016973
B9J08_000183	GO:0005794
B9J08_000183	GO:0030479
B9J08_000183	GO:0008195
B9J08_000183	GO:0016311
B9J08_000183	GO:0030036
B9J08_000183	GO:0044255
B9J08_000184	GO:0005886
B9J08_000184	GO:0030479
B9J08_000184	GO:0032153
B9J08_000184	GO:0043332
B9J08_000184	GO:0051286
B9J08_000184	GO:0008047
B9J08_000184	GO:0006897
B9J08_000184	GO:0009651
B9J08_000184	GO:0043085
B9J08_000184	GO:0045010
B9J08_000185	GO:0005840
B9J08_000185	GO:0009986
B9J08_000185	GO:0003735
B9J08_000185	GO:0006412
B9J08_000186	GO:0005737
B9J08_000186	GO:0004751
B9J08_000186	GO:0042802
B9J08_000186	GO:0008615
B9J08_000186	GO:0009052
B9J08_000187	GO:0005622
B9J08_000187	GO:0005525
B9J08_000187	GO:0007264
B9J08_000188	GO:0005684
B9J08_000188	GO:0071014
B9J08_000188	GO:0003676
B9J08_000188	GO:0004004
B9J08_000188	GO:0005524
B9J08_000188	GO:0000390
B9J08_000188	GO:0000462
B9J08_000188	GO:0000463
B9J08_000188	GO:0000466
B9J08_000189	GO:0000329
B9J08_000189	GO:0005886
B9J08_000189	GO:0044425
B9J08_000189	GO:0044429
B9J08_000189	GO:0000166
B9J08_000189	GO:0016887
B9J08_000189	GO:0006744
B9J08_000189	GO:0006810
B9J08_000189	GO:0009267
B9J08_000189	GO:0009405
B9J08_000189	GO:0036170
B9J08_000189	GO:0036180
B9J08_000190	GO:0016021
B9J08_000192	GO:0005736
B9J08_000192	GO:0001054
B9J08_000192	GO:0003677
B9J08_000192	GO:0032549
B9J08_000192	GO:0042790
B9J08_000193	GO:0005829
B9J08_000193	GO:0035657
B9J08_000193	GO:0003676
B9J08_000193	GO:0008276
B9J08_000193	GO:0008757
B9J08_000193	GO:0006417
B9J08_000193	GO:0018364
B9J08_000194	GO:0000243
B9J08_000194	GO:0005829
B9J08_000194	GO:0071004
B9J08_000194	GO:0008270
B9J08_000194	GO:0045131
B9J08_000194	GO:0000398
B9J08_000195	GO:0005783
B9J08_000198	GO:0005634
B9J08_000198	GO:0005829
B9J08_000200	GO:0005739
B9J08_000200	GO:0002161
B9J08_000200	GO:0003729
B9J08_000200	GO:0004823
B9J08_000200	GO:0005524
B9J08_000200	GO:0000372
B9J08_000200	GO:0006429
B9J08_000200	GO:0006450
B9J08_000200	GO:0032543
B9J08_000201	GO:0005739
B9J08_000201	GO:0019843
B9J08_000201	GO:0000002
B9J08_000201	GO:0000963
B9J08_000201	GO:0008380
B9J08_000201	GO:0016072
B9J08_000202	GO:0005737
B9J08_000202	GO:0017178
B9J08_000202	GO:0017183
B9J08_000203	GO:0015935
B9J08_000203	GO:0003735
B9J08_000203	GO:0019843
B9J08_000203	GO:0006412
B9J08_000204	GO:0030173
B9J08_000204	GO:0006891
B9J08_000206	GO:0005829
B9J08_000206	GO:0030127
B9J08_000206	GO:0005096
B9J08_000206	GO:0008270
B9J08_000206	GO:0006886
B9J08_000206	GO:0006888
B9J08_000206	GO:0043547
B9J08_000207	GO:0005730
B9J08_000207	GO:0030687
B9J08_000207	GO:0003729
B9J08_000207	GO:0000447
B9J08_000207	GO:0000472
B9J08_000207	GO:0000480
B9J08_000207	GO:0008298
B9J08_000207	GO:0042273
B9J08_000207	GO:0051028
B9J08_000208	GO:0005743
B9J08_000208	GO:0016021
B9J08_000208	GO:0004252
B9J08_000208	GO:0006465
B9J08_000208	GO:0010821
